name,current_price_per_night,average_rating,total_reviews_received,address,lat,lng,reviewer_nationality,rating,rating_date,review_title,review,tags
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,September 7 2017,Amazing view ,I was there for 1 night and we had a room with the view of the lake;and we loved the view.we used the sauna again we loved it.but the restaurant not that much good and also breakfast..we had a walking tour in the woods and we enjoyed.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,,4,July 24 2017,Wonderful base for Finland adventure,A friendly  well-run hotel with great links from Rovaniemi airport. Stayed in a log cabin which was comfortable and well-provisioned. Restaurant and bar were great  although there wasn't the local cuisine we'd hoped for - I think they were trying to cater to everyone's taste..,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Los Angeles  California,5,May 3 2017,Amazing Aurora Suite ,We stayed in one of the Aurora Suites in March and it was absolutely amazing. I cannot speak to the normal rooms  but from what I experienced the Aurora suite is worth every penny more you have to pay. It is two floors  recently redone.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,Oulu  Finland,3,April 11 2017,Stayed in the beautiful Aurora suites  restaurant was awful,Stayed here for one night for a business trip with 3 other people. We shared two Aurora suites  2 people staying in each room. The rooms were brand new and the interior was really beautiful! Especially the top floor was nice  the ground floor  however .,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Hotel Iso-Syote,,4.5,267,Iso Syotteentie 246 Iso-Syote Lapland Finland,65.62433,27.609309999999997,London,4,April 3 2017,Amazing winter snowwy experience and safari's,In a nutshell; picture perfect wonderful hilltop view  activity filled  fun with very sumptuous rooms in the Aurora Suite We stayed here during March 17 in the Aurora Suite. The room had a sauna and a hot tub and after a day full of activities.,winter wonderland:half board:log cabin:husky safari:ice fishing:northern lights:reindeer farm:ski lift:private sauna:a la carte menu:perfect english:including reindeer:powdered milk:snow shoes:great holiday:self catering:small cupboard
Summer Hotel Tott,,3.0,35,Satamakatu 1 Savonlinna Southern Savonia Finland,61.866409999999995,28.888920000000002,Kent  United Kingdom,2,August 31 2017,Needs upgrading,At first  I thought this a great hotel  but there were small annoying things which spoiled it. My room was a corner room with a balcony and lots of room  two armchairs. However  the curtains did not cover the windows  they had missed out.,
Summer Hotel Tott,,3.0,35,Satamakatu 1 Savonlinna Southern Savonia Finland,61.866409999999995,28.888920000000002,Helsinki  Finland,3,August 9 2017,Very average  friedly service  good location,Stayed for a one night with a friend when attending the Opera Festival. The hotel is in good location  short walking distance to the Castle and to Market Place etc. The service both on check in and check out was very friendly. The rooms were.,
Summer Hotel Tott,,3.0,35,Satamakatu 1 Savonlinna Southern Savonia Finland,61.866409999999995,28.888920000000002,Espoo  Finland,3,July 16 2017,The only one available is the best..,Worn down motel with very basic level. Breakfast is good tough and othervice the service and staff are good but the building is old and very basic. Better choice is the Seurahuone hotel but in case it's not available you cn survive her,
Summer Hotel Tott,,3.0,35,Satamakatu 1 Savonlinna Southern Savonia Finland,61.866409999999995,28.888920000000002,,2,July 11 2017,Suck-it-up with poor quality during opera high season ,"Not with standing the high price during the popular opera season  the rooms are very old with a ""fat"" TV that I have not seen in years. We booked 2 parking spaces but gave us one due to their mistake. There was only one person.",
Summer Hotel Tott,,3.0,35,Satamakatu 1 Savonlinna Southern Savonia Finland,61.866409999999995,28.888920000000002,Polvijarvi  Finland,4,June 28 2016,Easy accomodation near the center,The summerhotel was near Olavinlinna (the castle) and harbour and marketplace. You could also make a waling trip at Kasinosaari. We had a studioroom  where you could have dishes from the reseption. The room had a refrigerator with a small freeze. Breakfast was really good.,
Villa Maija (incl Villa Janne and Villa Anke),,4.5,112,Appelgrenintie 7 Hanko Uusimaa Finland,59.82355,22.974510000000002,,5,October 17 2017,Lovely experience!,Beautiful surroundings  friendly service  good breakfast. The villa is near the sea and surrounded by other old villas. There are many places worth to visit within walking distance. Excellent choice for example to romantic weekends. Definitely going to revisi,one night:excellent breakfast:excellent location:main building:enjoyed our stay:clean room:walking distance:porridge:picturesque hotel:place to stay:city centre:anke:balcony:seaside:keys:personnel:possibility
Villa Maija (incl Villa Janne and Villa Anke),,4.5,112,Appelgrenintie 7 Hanko Uusimaa Finland,59.82355,22.974510000000002,Banstead  United Kingdom,4,October 10 2017,Villa Maija,We stayed for 3 nights. Our room was comfortable  clean  warm and quiet. We had a room in the main Villa Maija building with a veranda providing fine views of the trees around the Villa. The building itself is very attractive  as the website photos.,one night:excellent breakfast:excellent location:main building:enjoyed our stay:clean room:walking distance:porridge:picturesque hotel:place to stay:city centre:anke:balcony:seaside:keys:personnel:possibility
